name,query,question 
ATMCS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the ATMCS (Atmospheric Transmission Monitoring and Control System)?
ATMonochromator,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the AT Monochromator?
ATHeaderService,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATHeaderService.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the ATHeaderService?
ATArchiver,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATArchiver.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the ATArchiver component?
ATCamera,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the ATCamera?
Electrometer,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.Electrometer.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the Electrometer?
ATSpectrograph,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the ATSpectrograph instrument?
ATPneumatics,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATPneumatics.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the LSST SAL ATPneumatics component?
FiberSpectrograph,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.FiberSpectrograph.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the Fiber Spectrograph subsystem?
Scheduler,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_summaryState"" ORDER BY DESC LIMIT 1","To generate a natural language question for the given database query, let's analyze the query first:

SELECT ""summaryState""
FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_summaryState""
ORDER BY DESC 
LIMIT 1

The query is selecting the ""summaryState"" column from a specific table within the ""efd"" and ""autogen"" schemas. The table name suggests it contains log events related to a scheduler, specifically the summary state of those events. The ORDER BY DESC clause indicates that the results should be ordered in descending order (most recent first), and the LIMIT 1 clause retrieves only the first row of the result set.

Based on this analysis, a natural language question that could lead to this query might be:

What is the most recent summary state logged by the Scheduler?"
OCPS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.OCPS.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the LSST SAL OCPS log event?
Comatic modes,"SELECT ""aggregatedDoF35"" AS ""M2 B6"", ""aggregatedDoF36"" AS ""M2 B7"", ""aggregatedDoF48"" AS ""M2 B19"", ""aggregatedDoF49"" AS ""M2 B20"", ""aggregatedDoF15"" AS ""M1M3 B6"", ""aggregatedDoF16"" AS ""M1M3 B7"",""aggregatedDoF24"" AS ""M1M3 B15"", ""aggregatedDoF25"" AS ""M1M3 B16"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a possible natural language question could be:

What are the degree of freedom (DoF) values for specific modes and beams over the last 24 hours in the LSST MTAOS log event data?

The key elements that map from the question to the query are:
- ""degree of freedom"" values -> querying columns prefixed with ""aggregatedDoF""
- ""specific modes and beams"" -> selecting 8 specific aggregatedDoF columns corresponding to certain modes (M2, M1M3) and beams/actuators (B6, B7, B19, B20, B15, B16)
- ""last 24 hours"" -> filtering time range using :dashboardTime: and :upperDashboardTime: parameters
- ""LSST MTAOS log event data"" -> indicates the table being queried in the efd.autogen schema

The query aggregates the degree of freedom values for the specified modes and beams, filtered to the last 24 hours worth of data based on the provided dashboard time parameters."
Spherical-like modes,"SELECT ""aggregatedDoF12"" AS ""M1M3 B3"", ""aggregatedDoF21"" AS ""M1M3 B12"", ""aggregatedDoF34"" AS ""M2 B5"", ""aggregatedDoF47"" AS ""M2 B18"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What were the values of the degree of freedom for M1M3 B3, M1M3 B12, M2 B5, and M2 B18 over the specified time range?"
Trefoil-like modes,"SELECT ""aggregatedDoF13"" AS ""M1M3 B4"", ""aggregatedDoF14"" AS ""M1M3 B5"", ""aggregatedDoF32"" AS ""M2 B3"", ""aggregatedDoF33"" AS ""M2 B4"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the values of M1M3 B4, M1M3 B5, M2 B3, and M2 B4 degree of freedom modes for LSST SAL MTAOS log events within the specified dashboard time range?"
Astigmatism-like modes,"SELECT ""aggregatedDoF10"" AS ""M1M3 B1"", ""aggregatedDoF11"" AS ""M1M3 B2"", ""aggregatedDoF30"" AS ""M2 B1"", ""aggregatedDoF31"" AS ""M2 B2"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the aggregated degree of freedom values for M1M3 B1, M1M3 B2, M2 B1, and M2 B2 modes in the LSST SAL MTAOS log event data within the specified time range?"
Pistoning,"SELECT ""aggregatedDoF0"" AS ""M2 dZ"", ""aggregatedDoF5"" AS ""Camera dZ"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a possible natural language question could be:

""What are the degree of freedom values for M2 and Camera over the last 24 hours?""

This question asks for specific data points (degree of freedom values) for two components (M2 mirror and Camera) within a defined time range (last 24 hours). The query filters the data based on the current dashboard time minus 24 hours, selects the relevant aggregatedDoF columns, and aliases them with more descriptive names."
Decenterings,"SELECT ""aggregatedDoF1"" AS ""M2 dX"", ""aggregatedDoF2"" AS ""M2 dY"", ""aggregatedDoF6"" AS ""Camera dX"", ""aggregatedDoF7"" AS ""Camera dY"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a potential natural language question could be:

What were the degree of freedom values (dX and dY) for both M2 mirror and camera over the past 24 hours?

This question asks for specific data points (degree of freedom values in X and Y directions) related to two components (M2 mirror and camera), covering a certain time range (past 24 hours). The query then selects these four aggregated fields from the ""lsst.sal.MTAOS.logevent_degreeOfFreedom"" table, filtering the results to only include records within the specified time window using the dashboard variables :dashboardTime: and :upperDashboardTime:."
Untitled Graph,"SELECT ""annularZernikeCoeff0"", ""annularZernikeCoeff1"", ""annularZernikeCoeff10"", ""annularZernikeCoeff12"", ""annularZernikeCoeff11"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_wavefrontError"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a possible natural language question could be:

What are the values of annular Zernike coefficients 0, 1, 10, 11, and 12 from the LSST SAL MTAOS log event wavefront error table for events that occurred between :dashboardTime: and :upperDashboardTime:?"
Tips and Tilts,"SELECT ""aggregatedDoF3"" AS ""M2 dRX"", ""aggregatedDoF4"" AS ""M2 dRY"", ""aggregatedDoF8"" AS ""Camera dRX"", ""aggregatedDoF9"" AS ""Camera dRY"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What were the M2 and Camera degree of freedom values (dRX and dRY) for all events logged in the ""logevent_degreeOfFreedom"" table within the specified dashboard time range?"
Quadrafoil modes,"SELECT ""aggregatedDoF17"" AS ""M1M3 B8"", ""aggregatedDoF18"" AS ""M1M3 B9"", ""aggregatedDoF37"" AS ""M2 B8"", ""aggregatedDoF38"" AS ""M2 B9"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the aggregated degree of freedom values for M1M3 B8, M1M3 B9, M2 B8, and M2 B9 modes from the LSST SAL MTAOS log event data within the specified dashboard time range?"
Pentafoil modes,"SELECT ""aggregatedDoF24"" AS ""M1M3 B13"", ""aggregatedDoF25"" AS ""M1M3 B14"", ""aggregatedDoF41"" AS ""M2 B12"", ""aggregatedDoF42"" AS ""M2 B13"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the aggregated degree of freedom values for M1M3 B13, M1M3 B14, M2 B12, and M2 B13 from the LSST SAL MTAOS log event table within the specified time range?"
Untitled Graph,"SELECT mean(""actualVelocity"") AS ""mean_actualVelocity"", mean(""demandVelocity"") AS ""mean_demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of the actual velocity and demand velocity for the LSST SAL MTMount elevation over a specified time interval, where the data is grouped by the given interval and any missing values are filled with null?"
Untitled Graph,"SELECT mean(""demandVelocity"") AS ""mean_demandVelocity"", mean(""actualVelocity"") AS ""mean_actualVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the average demand velocity and actual velocity of the LSST telescope's azimuth mount over a specified time interval, given a start time for the dashboard?"
Untitled Graph,"SELECT ""ra"", ""declination"", ""positionAngle"", ""parallacticAngle""  FROM ""efd"".""autogen"".""lsst.sal.Scheduler.observatoryState"" ORDER BY time DESC LIMIT 10","What are the most recent values of right ascension, declination, position angle, and parallactic angle from the observatory state table in the LSST database?"
Scheduler.logevent_detailedState,"SELECT ""salIndex"" AS ""mean_salIndex"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_detailedState"" ORDER BY time DESC LIMIT 10","What are the most recent 10 values of the ""salIndex"" field from the ""Scheduler.logevent_detailedState"" table, ordered by descending timestamp?"
Untitled Graph,"SELECT ""isNight"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_generalInfo"" ORDER BY time DESC LIMIT 10","What were the values of the ""isNight"" column in the last 10 entries of the ""lsst.sal.Scheduler.logevent_generalInfo"" table, ordered by time in descending order?"
needFilterSwap,"SELECT ""needSwap"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_needFilterSwap"" ORDER BY time DESC LIMIT 10","When was the last time a filter swap was needed, and what were the most recent occasions when a filter swap was required?"
Untitled Graph,"SELECT ""message"", ""name"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_logMessage"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What messages were logged by the LSST SAL Scheduler between the current dashboard time and one hour ago?
Offline State,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_offlineDetailedState"" ORDER BY DESC LIMIT 1",What is the most recent substate reported for the LSST camera's offline detailed state?
Image Readiness,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_imageReadinessDetailedState"" ORDER BY DESC LIMIT 1",What is the most recent substate value reported for the image readiness detailed state in the LSST SAL CCCamera log?
Rafts,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_raftsDetailedState"" ORDER BY DESC LIMIT 1",What is the most recent detailed state of any raft in the LSST camera?
Calibration,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_calibrationDetailedState"" ORDER BY DESC LIMIT 1",What is the most recent substate value logged for the calibration detailed state in the LSST SAL CCCamera system?
Shutter,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_shutterDetailedState"" ORDER BY DESC LIMIT 1",What is the most recent substate of the shutter detailed state for the LSST camera?
Ready To Take Images,"SELECT ""substate"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.logevent_ccsCommandState"" ORDER BY time DESC LIMIT 1",What is the current substate of the ATCamera's ccsCommandState as recorded in the most recent log event?
M1 Cover State,"SELECT (""state"") AS ""mean_state"" FROM ""efd"".""autogen"".""lsst.sal.ATPneumatics.logevent_m1CoverState"" ",What is the current state of the M1 mirror cover?
Dome trajectory Enabled,"SELECT (""enabled"")FROM ""efd"".""autogen"".""lsst.sal.ATDomeTrajectory.logevent_followingMode"" ",Is the dome trajectory enabled in the AT Dome Trajectory system?
Telescope All axes in position,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_allAxesInPosition"" ORDER BY time DESC LIMIT 1",Are all axes of the telescope currently in position?
ATAOS corrections enabled?,"SELECT ""atspectrograph"", ""hexapod"", ""m1"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_correctionEnabled"" ORDER BY DESC LIMIT 1","What are the current correction enable states for the AT Spectrograph, Hexapod, and M1 mirror in the LSST SAL ATAOS log?"
ATDome All axes in position,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.logevent_allAxesInPosition"" ORDER BY time DESC LIMIT 1",Is the AT Dome currently in position with all axes in their expected positions?
