name,query,type
Applied Balance Forces,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.appliedBalanceForces"")
  |> filter(fn: (r) => r[""_field""] =~ /^f.$/)


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Hardpoints Forces,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointActuatorData"")
  |> filter(fn: (r) => r[""_field""] =~ /^f.$/)


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
TMA Elevation,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTMount.elevation"")
  |> filter(fn: (r) => r[""_field""] == ""actualPosition"")

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Elevation Position ,"SELECT ""actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Azimuth Position ,"SELECT ""actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
appliedBalanceForces - ForceMagnitude,"SELECT ""forceMagnitude"", ""fx"", ""fy"", ""fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.appliedBalanceForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
HardPoint Actuator-  Measured Forces STDev,"SELECT stddev(""measuredForce0"") AS ""stddev_measuredForce0"", stddev(""measuredForce1"") AS ""stddev_measuredForce1"", stddev(""measuredForce2"") AS ""stddev_measuredForce2"", stddev(""measuredForce3"") AS ""stddev_measuredForce3"", stddev(""measuredForce4"") AS ""stddev_measuredForce4"", stddev(""measuredForce5"") AS ""stddev_measuredForce5"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Elevation Torque,"SELECT ""actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Azimuth torque,"SELECT ""actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
HardPoint Actuator-  Measure Forces,"SELECT ""measuredForce0"", ""measuredForce1"", ""measuredForce2"", ""measuredForce3"", ""measuredForce4"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Balance Forces - forceMagnitude STDev,"SELECT stddev(""forceMagnitude"") AS ""stddev_forceMagnitude"", stddev(""fx"") AS ""stddev_fx"", stddev(""fy"") AS ""stddev_fy"", stddev(""fz"") AS ""stddev_fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.appliedBalanceForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
MT CSCs,"import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_heartbeat/ and (r._field == ""heartbeat""))
  |> last()
  |> group()
  |> count()
  
 ",flux
AT heartbeat counts,"import ""strings""

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_heartbeat/ and r._field == ""heartbeat"")
  |> aggregateWindow(every: 1m, fn: count)
  |> map(fn: (r) => ({
    r with
    status: if r._value > 1 then 1 else 0,
    csc: strings.split(v: r._measurement, t: ""."")[2],
    })
  )
  |> group(columns: [""csc""])
  |> keep(columns: [""_time"", ""csc"", ""status""])
 
",flux
MT CSC status and downtime,"import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_heartbeat/ and (r._field == ""heartbeat""))
  |> aggregateWindow(every: 1m, fn: count)
  |> stateCount(
  	fn: (r) => r._value == 0,
  	column: ""down_counts""
  )
  |> last()
  |> map(fn: (r) => ({
    r with
    csc: strings.split(v: r._measurement, t: ""."")[2],
    status: if r._value > 1 then ""Up"" else ""Down"",
    downtime:  r.down_counts + 1
  }))
  |> keep(columns:[""csc"", ""status"", ""downtime""])

 
 ",flux
ATMCS-Tracking,"SELECT ""state"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_atMountState"" ORDER BY DESC LIMIT 1",influxql
Elevation,"SELECT ""elevationCalculatedAngle99"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_AzEl_Encoders"" ORDER BY DESC LIMIT 1",influxql
Azimuth,"SELECT ""azimuthCalculatedAngle99"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_AzEl_Encoders"" ORDER BY DESC LIMIT 1",influxql
GenericCamera:1,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.GenericCamera.logevent_summaryState"" WHERE ""salIndex"" = 1 ORDER BY DESC LIMIT 1",influxql
ATAOS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATHexapod,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATHexapod.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATDome,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATPtg,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATPtg.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATDomeTrajectory,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATDomeTrajectory.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATMCS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATMonochromator,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATHeaderService,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATHeaderService.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATArchiver,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATArchiver.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATCamera,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
Electrometer,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.Electrometer.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATSpectrograph,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
ATPneumatics,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.ATPneumatics.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
FiberSpectrograph,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.FiberSpectrograph.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
Scheduler,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
OCPS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.OCPS.logevent_summaryState"" ORDER BY DESC LIMIT 1",influxql
"MTM2.forceBalance fx, fy & fz","SELECT ""fx"", ""fy"", ""fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.forceBalance"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.tangentForce applied0, hardpointCorrection0, lutGravity0, lutTemperature0 & measured0","SELECT ""applied0"", ""hardpointCorrection0"", ""lutGravity0"", ""lutTemperature0"", ""measured0"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.axialForce applied0, measured0, hardpointCorrection0, lutGravity0, lutTemperature0","SELECT ""applied0"", ""measured0"", ""hardpointCorrection0"", ""lutGravity0"", ""lutTemperature0"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.position xRot, yRot & zRot","SELECT ""xRot"", ""yRot"", ""zRot"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.position"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.position x, y & z  ","SELECT ""x"", ""y"", ""z"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.position"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.netForcesTotal fx, fy & fz","SELECT ""fx"", ""fy"", ""fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.netForcesTotal"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.netMomentsTotal mx,my & mz","SELECT ""mx"", ""my"", ""mz"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.netMomentsTotal"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.temperature ring0, ring11, intake0 & exhaust0","SELECT ""ring0"", ""ring11"", ""intake0"", ""exhaust0"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.zenithAngle measured & inclinometerProcessed,"SELECT ""measured"", ""inclinometerProcessed"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.zenithAngle"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.axialActuatorSteps steps1 & steps70,"SELECT ""steps0"", ""steps70"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialActuatorSteps"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.tangentActuatorSteps steps0 & steps5,"SELECT ""steps0"", ""steps5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentActuatorSteps"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.axialEncoderPositions position0 & position70,"SELECT ""position0"", ""position70"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialEncoderPositions"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.tangentEnconderPosition position0 & position5,"SELECT ""position0"", ""position5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentEncoderPositions"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.ilcData.status1,"SELECT ""status1"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.ilcData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.powerStatus commVoltage & commCurrent,"SELECT ""commVoltage"", ""commCurrent"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.powerStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.displacementSensors deltaZ0 & thetaZ0,"SELECT ""deltaZ0"", ""thetaZ0"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.displacementSensors"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"MTM2.positionIMS x, y& z","SELECT ""x"", ""y"", ""z"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.positionIMS"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
MTM2.logevent_detailedState.detailedState,"SELECT ""detailedState"", ""private_sndStamp"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_detailedState"" ORDER BY time DESC LIMIT 3",influxql
MTM2.logevent_m2AssemblyInPosition.inPosition,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_m2AssemblyInPosition"" ORDER by DESC LIMIT 3",influxql
